date,AAPL,AMD,JPM,LLY,MSFT,XOM
2024-01-04,-0.012781471795321235,0.005086068532154298,0.0004668261740842023,-0.005193973695764046,-0.0072034324536222605,-0.008757475449993909
2024-01-05,-0.004021047032982936,0.018719363754573438,0.00500466593931219,0.006569100302751086,-0.0005165219160903672,0.00302513038703578
2024-01-08,0.023887267642401212,0.05339096285301044,-0.0014522643349442826,0.012020263965656015,0.018695657944882968,-0.01680216388476591
2024-01-09,-0.0022659842444777943,0.02085101265099563,-0.007937476014894765,-0.000878938299186929,0.0029314593000031577,-0.012463394793492157
2024-01-10,0.005655362068895832,-0.0048354694620910115,0.0021072356193704354,0.007502006243547609,0.018403809875328525,-0.00988110479544909
2024-01-11,-0.0032277181177477222,-0.0035068824718299594,-0.004218921059166627,0.008736853609761763,0.004847546630957421,-0.00020267531484043205
2024-01-12,0.001776534073333066,-0.009912498843500222,-0.007367058514747588,0.011262084872321224,0.009934113516139488,0.012889112077333781
2024-01-16,-0.012393610132458198,0.07983274273690948,-0.006290075331772181,-0.013072695542595695,0.004622860532718894,-0.02287086128155791
2024-01-17,-0.005186875214289937,0.008968107517474884,-0.005371864416070813,-0.00895944195616477,-0.0020519667599570193,-0.007294427987644902
2024-01-18,0.03205143604083493,0.015487857598157444,0.00197303582585817,-0.008880003411195775,0.01123406509250833,-0.0018577773946750074
2024-01-19,0.015413651116775463,0.06865265665645198,0.017114680618834397,0.008355148330717379,0.012113101397397462,0.0015483874061295432
2024-01-22,0.012089912468505099,-0.03534143103006192,-0.001175019229252989,0.003652363007615739,-0.005432745573701132,-0.0013417971771126588
2024-01-23,0.006631221770401398,0.0014260251970940516,-0.006605745046759227,-0.001903916295122351,0.006009497473535819,0.01119510485443173
2024-01-24,-0.0034900466548141206,0.05695057844483289,0.008895755148839214,0.006363902495276746,0.009133395160660125,0.01711347522457263
2024-01-25,-0.0016980990521387232,0.011377067672501472,0.014209416808712771,-0.009640768546864634,0.005721873852633294,0.025084346999454995
